year,round,college_code,college_name,branch,category,closing_rank,source_file,round_sort_order
2025,Final,E008,BNM Institute of Technology,Civil,1G,4428,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Civil,2A,5001,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Civil,2A,5529,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Civil,2A,6560,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Civil,2A,5185,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Civil,2A,5968,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Civil,2A,6852,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Civil,2A,4614,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Civil,2A,5131,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Civil,2A,5987,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Civil,2A,4255,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Civil,2A,5322,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Civil,2A,5813,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Civil,2A,4134,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Civil,2A,5162,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Civil,2A,6216,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Civil,2B,5935,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Civil,2B,6892,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Civil,2B,8221,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Civil,2B,5437,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Civil,2B,6160,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Civil,2B,8041,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Civil,2B,5597,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Civil,2B,6617,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Civil,2B,7849,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Civil,2B,5458,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Civil,2B,6186,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Civil,2B,7232,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Civil,2B,4957,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Civil,2B,6067,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Civil,2B,7302,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Civil,3A,6685,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Civil,3A,7228,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Civil,3A,8360,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Civil,3A,5852,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Civil,3A,6780,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Civil,3A,8782,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Civil,3A,6097,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Civil,3A,6686,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Civil,3A,8065,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Civil,3A,5589,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Civil,3A,6228,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Civil,3A,8006,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Civil,3A,5596,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Civil,3A,5732,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Civil,3A,7141,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Civil,3B,6245,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Civil,3B,7922,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Civil,3B,9485,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Civil,3B,6614,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Civil,3B,7851,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Civil,3B,9278,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Civil,3B,6544,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Civil,3B,7151,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Civil,3B,7981,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Civil,3B,5871,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Civil,3B,7333,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Civil,3B,8519,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Civil,3B,5566,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Civil,3B,6055,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Civil,3B,7450,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Civil,CAT1,4605,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Civil,CAT1,5855,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Civil,CAT1,6162,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Civil,CAT1,4416,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Civil,CAT1,5561,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Civil,CAT1,6059,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Civil,CAT1,4608,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Civil,CAT1,5284,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Civil,CAT1,5637,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Civil,CAT1,4381,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Civil,CAT1,4805,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Civil,CAT1,5928,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Civil,CAT1,4279,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Civil,CAT1,5020,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Civil,CAT1,5108,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Civil,GM,3545,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Civil,GM,4191,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Civil,GM,5414,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Civil,GM,3774,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Civil,GM,3829,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Civil,GM,4760,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Civil,GM,3461,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Civil,GM,3771,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Civil,GM,4752,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Civil,GM,3102,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Civil,GM,3787,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Civil,GM,4106,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Civil,GM,3083,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Civil,GM,3516,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Civil,GM,4164,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Civil,SC,11019,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Civil,SC,13202,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Civil,SC,15515,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Civil,SC,10902,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Civil,SC,11618,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Civil,SC,14624,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Civil,SC,10840,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Civil,SC,11845,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Civil,SC,13634,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Civil,SC,10660,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Civil,SC,11442,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Civil,SC,13145,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Civil,SC,9739,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Civil,SC,10385,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Civil,SC,13808,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Civil,ST,15205,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Civil,ST,17362,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Civil,ST,21566,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Civil,ST,15155,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Civil,ST,17165,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Civil,ST,18073,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Civil,ST,14632,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Civil,ST,15519,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Civil,ST,19946,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Civil,ST,12303,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Civil,ST,14264,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Civil,ST,17403,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Civil,ST,11947,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Civil,ST,13791,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Civil,ST,17945,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Computer Science,1G,5572,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Computer Science,1G,6284,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Computer Science,1G,6773,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Computer Science,1G,4906,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Computer Science,1G,5789,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Computer Science,1G,6379,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Computer Science,1G,5130,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Computer Science,1G,5980,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Computer Science,1G,6937,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Computer Science,1G,4523,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Computer Science,1G,5351,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Computer Science,1G,6326,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Computer Science,1G,4232,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Computer Science,1G,4904,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Computer Science,1G,6355,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Computer Science,2A,6953,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Computer Science,2A,7922,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Computer Science,2A,8861,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Computer Science,2A,6080,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Computer Science,2A,6970,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Computer Science,2A,9267,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Computer Science,2A,5979,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Computer Science,2A,7092,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Computer Science,2A,7839,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Computer Science,2A,6365,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Computer Science,2A,7315,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Computer Science,2A,7849,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Computer Science,2A,5879,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Computer Science,2A,6246,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Computer Science,2A,7863,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Computer Science,2B,7432,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Computer Science,2B,9306,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Computer Science,2B,10829,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Computer Science,2B,7559,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Computer Science,2B,8960,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Computer Science,2B,10290,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Computer Science,2B,7468,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Computer Science,2B,7946,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Computer Science,2B,8870,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Computer Science,2B,6721,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Computer Science,2B,7911,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Computer Science,2B,8652,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Computer Science,2B,6536,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Computer Science,2B,7988,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Computer Science,2B,9051,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Computer Science,3A,7908,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Computer Science,3A,9573,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Computer Science,3A,11656,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Computer Science,3A,7481,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Computer Science,3A,8920,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Computer Science,3A,10575,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Computer Science,3A,7888,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Computer Science,3A,9190,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Computer Science,3A,10877,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Computer Science,3A,7774,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Computer Science,3A,8909,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Computer Science,3A,9197,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Computer Science,3A,7116,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Computer Science,3A,8331,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Computer Science,3A,9648,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Computer Science,3B,8510,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Computer Science,3B,10573,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Computer Science,3B,11346,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Computer Science,3B,8026,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Computer Science,3B,8773,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Computer Science,3B,11910,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Computer Science,3B,7988,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Computer Science,3B,8815,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Computer Science,3B,11479,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Computer Science,3B,7451,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Computer Science,3B,8379,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Computer Science,3B,10621,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Computer Science,3B,7578,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Computer Science,3B,8222,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Computer Science,3B,10133,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Computer Science,CAT1,5865,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Computer Science,CAT1,7105,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Computer Science,CAT1,8945,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Computer Science,CAT1,6352,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Computer Science,CAT1,7094,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Computer Science,CAT1,8239,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Computer Science,CAT1,5905,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Computer Science,CAT1,7044,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Computer Science,CAT1,7157,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Computer Science,CAT1,5948,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Computer Science,CAT1,6197,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Computer Science,CAT1,7234,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Computer Science,CAT1,5261,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Computer Science,CAT1,6562,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Computer Science,CAT1,7359,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Computer Science,GM,4655,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Computer Science,GM,5675,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Computer Science,GM,6740,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Computer Science,GM,4474,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Computer Science,GM,5538,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Computer Science,GM,6195,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Computer Science,GM,4597,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Computer Science,GM,4740,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Computer Science,GM,6216,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Computer Science,GM,4526,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Computer Science,GM,4580,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Computer Science,GM,5847,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Computer Science,GM,3924,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Computer Science,GM,4628,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Computer Science,GM,5092,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Computer Science,SC,14169,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Computer Science,SC,16941,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Computer Science,SC,18264,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Computer Science,SC,12848,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Computer Science,SC,17056,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Computer Science,SC,19551,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Computer Science,SC,12258,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Computer Science,SC,16347,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Computer Science,SC,18965,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Computer Science,SC,11898,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Computer Science,SC,15219,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Computer Science,SC,16643,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Computer Science,SC,13060,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Computer Science,SC,14437,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Computer Science,SC,15874,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Computer Science,ST,18565,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Computer Science,ST,21396,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Computer Science,ST,25362,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Computer Science,ST,19747,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Computer Science,ST,20179,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Computer Science,ST,25579,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Computer Science,ST,16684,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Computer Science,ST,20936,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Computer Science,ST,25101,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Computer Science,ST,15644,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Computer Science,ST,18669,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Computer Science,ST,22686,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Computer Science,ST,16139,SAMPLE_DATA_NOT_REAL,0
2025,2,E008,BNM Institute of Technology,Computer Science,ST,19330,SAMPLE_DATA_NOT_REAL,1
2025,Final,E008,BNM Institute of Technology,Computer Science,ST,21849,SAMPLE_DATA_NOT_REAL,99
2021,1,E008,BNM Institute of Technology,Electrical & Electronics,1G,6029,SAMPLE_DATA_NOT_REAL,0
2021,2,E008,BNM Institute of Technology,Electrical & Electronics,1G,6505,SAMPLE_DATA_NOT_REAL,1
2021,Final,E008,BNM Institute of Technology,Electrical & Electronics,1G,8513,SAMPLE_DATA_NOT_REAL,99
2022,1,E008,BNM Institute of Technology,Electrical & Electronics,1G,6001,SAMPLE_DATA_NOT_REAL,0
2022,2,E008,BNM Institute of Technology,Electrical & Electronics,1G,7188,SAMPLE_DATA_NOT_REAL,1
2022,Final,E008,BNM Institute of Technology,Electrical & Electronics,1G,7625,SAMPLE_DATA_NOT_REAL,99
2023,1,E008,BNM Institute of Technology,Electrical & Electronics,1G,5788,SAMPLE_DATA_NOT_REAL,0
2023,2,E008,BNM Institute of Technology,Electrical & Electronics,1G,6883,SAMPLE_DATA_NOT_REAL,1
2023,Final,E008,BNM Institute of Technology,Electrical & Electronics,1G,7949,SAMPLE_DATA_NOT_REAL,99
2024,1,E008,BNM Institute of Technology,Electrical & Electronics,1G,5301,SAMPLE_DATA_NOT_REAL,0
2024,2,E008,BNM Institute of Technology,Electrical & Electronics,1G,6282,SAMPLE_DATA_NOT_REAL,1
2024,Final,E008,BNM Institute of Technology,Electrical & Electronics,1G,7719,SAMPLE_DATA_NOT_REAL,99
2025,1,E008,BNM Institute of Technology,Electrical & Electronics,1G,4903,SAMPLE_DATA_NOT_REAL,0
